"Data/SOUND.VDF","18380110","2001-03-05 19:41:38","d03e2eaba6e7871058c175dbe62dc5bd"
"Data/anims.VDF","30574351","2001-02-14 19:08:28","33b2181f7d1793c3bb65d0ad177b7273"
"Data/meshes.VDF","7765662","2001-03-20 17:45:08","98099c694b3df4a2f06511962e7c8150"
"Data/speech.VDF","111912992","2001-03-20 17:43:38","89cf8797b825856a38989f08bf5b13b4"
"Data/textures.VDF","59830349","2001-03-20 17:47:00","96a58c5216b2dbfd7b2714f74a08ac71"
"Data/worlds.VDF","20573877","2001-03-20 17:48:16","f01ab2e58dd6d837cdc069d5f5ae5574"
"Readme.html","27698","2001-03-20 17:04:20","f2eee88c34adf2ac7556fe36370048a8"
"VDFS.CFG","27","2001-03-02 17:45:08","c3b845295c03c0064b9ecff50f4177ed"
"VDFS.DMP","784334","2001-03-20 17:52:30","d424d53784715ae76fd8e24d5a13b418"
"_work/DATA/Music/menu_men/Menu.sgt","2128","2001-01-25 10:15:28","2bc92cd1bb8e348d1c47757017127c1a"
"_work/DATA/Music/menu_men/menu.sty","2580","2001-01-25 10:15:28","655c050261aa2c7bb93ba8b1a187d966"
"_work/DATA/Music/menu_men/menu_MEN.dls","9711574","2001-01-25 10:15:28","f58505ec89f544d9d58d16d9531c4762"
"_work/DATA/Music/orchestra/BAN_Day_Std.sgt","3978","2001-02-11 02:59:04","c4afe1b599d1d2b1a2c429694d2c26f4"
"_work/DATA/Music/orchestra/CAM_Day_Fgt.sgt","3942","2001-02-11 02:59:04","c54dfa5a14968b538351ed27c41d0d87"
"_work/DATA/Music/orchestra/CAM_Day_Std.sgt","3954","2001-02-11 02:59:04","5bf6e8ef0df85da1befc8274ed4c249e"
"_work/DATA/Music/orchestra/CAM_Day_Thr.sgt","3942","2001-02-11 02:59:04","986bb327da979de5d65ff2bc2e625686"
"_work/DATA/Music/orchestra/CAM_Ngt_Std.sgt","3942","2001-02-11 02:59:04","c18d733422b500fd237bc3646b39e79e"
"_work/DATA/Music/orchestra/Default.sgt","3934","2001-02-11 02:59:06","d87d5da71fd03b4d1722d9005bb811cb"
"_work/DATA/Music/orchestra/FOC_Day_Std.sgt","3942","2001-02-11 02:59:04","1626003a3b227aa9237d4da3150c6e63"
"_work/DATA/Music/orchestra/NCI_Day_Fgt.sgt","3954","2001-02-11 02:59:04","b4cd58f91769cde154cb602e887d3b2c"
"_work/DATA/Music/orchestra/NCI_Day_Std.sgt","3942","2001-02-11 02:59:04","521deb6195f8c9999a44ba0351df6eec"
"_work/DATA/Music/orchestra/OC_Day_Fgt.sgt","3960","2001-02-11 02:59:04","10a67ffd521b27603f2b08538bbcb6e5"
"_work/DATA/Music/orchestra/OC_Day_Std.sgt","4044","2001-02-11 02:59:04","4e5a09f4b8e38e21b3ae0ed29859bd19"
"_work/DATA/Music/orchestra/ORC_Day_Std.sgt","4014","2001-02-11 02:59:06","149404d2ed49fb03d7d7f413e472a30f"
"_work/DATA/Music/orchestra/OW_Day_Std.sgt","4104","2001-02-11 02:59:06","2ad88d5d901f4a99a1889f8c10c2445f"
"_work/DATA/Music/orchestra/PSI_Day_Fgt.sgt","3966","2001-02-11 02:59:06","a6c4b285f0dd5a521d7229a069b6f0a1"
"_work/DATA/Music/orchestra/PSI_Day_Std.sgt","3942","2001-02-11 02:59:04","1ac14dfd4329d9806605caa76a19fd3c"
"_work/DATA/Music/orchestra/PSI_Day_Thr.sgt","3942","2001-02-11 02:59:04","3a4b182ae8426b7a7ba7f62f1a9e6828"
"_work/DATA/Music/orchestra/PSI_Ngt_Std.sgt","3954","2001-02-11 02:59:04","fa3dd9cb62a3279d3a95715d70d2535a"
"_work/DATA/Music/orchestra/_BAN.sty","26774","2001-02-11 02:59:04","cf498108ee85e2b3f9ece06306f2c4c9"
"_work/DATA/Music/orchestra/_CAM.sty","57638","2001-02-11 02:59:04","cd5a04aecc1eca5cbd18502250d5a4f0"
"_work/DATA/Music/orchestra/_FOC.sty","18014","2001-02-11 02:59:04","f9c490c42d69f4034ab90377212849da"
"_work/DATA/Music/orchestra/_NCI.sty","47332","2001-02-11 02:59:04","5f7e0c75d9011fab31c965378d962e78"
"_work/DATA/Music/orchestra/_OC.sty","86378","2001-02-11 02:59:04","25cf0e0eb514203b46ee1173cf920233"
"_work/DATA/Music/orchestra/_ORC.sty","34454","2001-02-11 02:59:06","d9680451500a59ed8fae0e8c40483a4f"
"_work/DATA/Music/orchestra/_OW.sty","83566","2001-02-11 02:59:02","ff5a6c712011743e84e1b1a36e0d975c"
"_work/DATA/Music/orchestra/_PSI.sty","65722","2001-02-11 02:59:04","45d9408a0a05e89001e27afb50ba8ccf"
"_work/DATA/Music/orchestra/__Orchestra.dls","8225288","2001-02-11 02:59:02","2c38bcddfcc993182a35abc085f01f57"
"_work/DATA/PRESETS/DIALOGCAMS.ZEN","22842","2001-02-08 16:12:28","c0663b9d1a0976f2cdade0b7bbf49da8"
"_work/DATA/PRESETS/LIGHTPRESETS.ZEN","4037","2001-02-10 23:44:46","24cdca9e3d7512d6f28adb9bac520900"
"_work/DATA/PRESETS/lensflare.zen","2946","2000-11-21 14:35:46","b03131a957e95a5d65a5cd46824c5906"
"_work/DATA/scripts/_compiled/CAMERA.DAT","7653","2001-03-20 15:54:10","4936b775717f47c033bce0560094dc7e"
"_work/DATA/scripts/_compiled/FIGHT.DAT","30029","2001-03-20 15:49:02","d7488f82191f7728659999d6ebf9e56c"
